GPSname,GEN,VemcoSN,StartTime,EndTime,GenLat,GenLon
SR_Bella_Blw_S,SR_Bella_Blw,112544,2012-11-07T22:16:00Z,2013-02-07T19:16:00Z,40.5865,-122.368255
SR_Bella_Blw_N,SR_Bella_Blw,113469,2012-11-07T22:08:00Z,2013-02-07T19:43:00Z,40.5865,-122.368255
SR_Bella_Div,SR_Bella_Div,106789,2012-11-07T21:58:00Z,2013-02-07T19:04:00Z,40.5925,-122.3696
SR_Caldwell_S,SR_Caldwell,107559,2012-11-06T23:31:00Z,2013-02-07T17:45:00Z,40.593355,-122.399715
SR_Caldwell_N,SR_Caldwell,112530,2012-11-06T23:23:00Z,2013-02-07T17:42:00Z,40.593355,-122.399715
SR_City_Redd_Div,SR_City_Redd_Div,107557,2012-11-06T23:11:00Z,2013-02-07T17:50:00Z,40.59246,-122.40719
SR_City_Redd_Abv_S,SR_City_Redd_Abv,102179,2012-11-06T22:58:00Z,2013-02-07T17:58:00Z,40.592765,-122.410365
SR_City_Redd_Abv_N,SR_City_Redd_Abv,103690,2012-11-06T22:48:00Z,2013-02-07T18:01:00Z,40.592765,-122.410365
SR_Mouth,SR_Mouth,106679,2012-10-10T23:06:00Z,2012-11-20T23:49:43Z,38.174184,-121.649683
SR_City_Redd_Abv_N,SR_City_Redd_Abv,103690,2012-09-18T18:48:00Z,2012-11-06T22:45:00Z,40.592765,-122.410365
SR_City_Redd_Abv_S,SR_City_Redd_Abv,102179,2012-09-18T18:18:00Z,2012-11-06T22:55:00Z,40.592765,-122.410365
SR_City_Redd_Div,SR_City_Redd_Div,107557,2012-09-18T17:45:00Z,2012-11-06T23:08:00Z,40.59246,-122.40719
SR_Caldwell_S,SR_Caldwell,107559,2012-09-18T17:23:00Z,2012-11-06T23:28:00Z,40.593355,-122.399715
SR_Caldwell_N,SR_Caldwell,112530,2012-09-18T17:13:00Z,2012-11-06T23:20:00Z,40.593355,-122.399715
SR_Bella_Blw_S,SR_Bella_Blw,112544,2012-09-17T23:30:00Z,2012-11-07T22:13:00Z,40.5865,-122.368255
SR_Bella_Blw_N,SR_Bella_Blw,113469,2012-09-17T23:00:00Z,2012-11-07T22:05:00Z,40.5865,-122.368255
SR_Bella_Div,SR_Bella_Div,106789,2012-09-17T22:27:00Z,2012-11-07T21:55:00Z,40.5925,-122.3696
SR_SRWTPD_Old,SR_SRWTPD_VPS,109544,2012-08-01T21:29:00Z,2013-01-30T19:45:00Z,38.59174846153846,-121.50706692307692
SR_SRWTPD_E,SR_SRWTPD_VPS,109547,2012-08-01T21:24:00Z,2013-01-30T19:53:00Z,38.59174846153846,-121.50706692307692
SR_SRWTPD_S,SR_SRWTPD_VPS,106790,2012-08-01T21:16:00Z,2013-01-30T20:03:00Z,38.59174846153846,-121.50706692307692
SR_IstBridge_E-1,SR_IstBridge,106502,2012-08-01T21:09:00Z,2013-01-30T20:08:00Z,38.58576852666667,-121.50672336666666
SR_TowerW,SR_Tower,112535,2012-08-01T20:55:00Z,2013-01-30T20:32:00Z,38.58041096,-121.5083496
SR_TowerE,SR_Tower,112531,2012-08-01T20:51:00Z,2013-01-30T20:15:00Z,38.58041096,-121.5083496
SR_AbvAmericanW,SR_AbvAmerican,112540,2012-08-01T20:27:00Z,2013-01-30T19:28:00Z,38.602603955,-121.5157068
SR_AbvAmericanE,SR_AbvAmerican,112536,2012-08-01T20:19:00Z,2013-01-30T19:15:00Z,38.602603955,-121.5157068
SR_AbvFreeportW,SR_AbvFreeport,112533,2012-08-01T18:19:00Z,2013-01-30T22:30:00Z,38.4737725,-121.5290575
SR_Freeport_1,SR_Freeport,112546,2012-08-01T17:42:00Z,2013-01-31T00:25:00Z,38.455733335000005,-121.50184999999999
SR_FreeportDiv_N,SR_FreeportDiv,112543,2012-08-01T16:45:00Z,2013-01-31T00:05:00Z,38.471983333333334,-121.50684666666666
SR_FreeportDiv_S,SR_FreeportDiv,112538,2012-08-01T16:36:00Z,2013-01-30T21:42:00Z,38.471983333333334,-121.50684666666666
SR_FreeportDiv_W,SR_FreeportDiv,112542,2012-08-01T15:43:00Z,2013-01-30T23:10:00Z,38.471983333333334,-121.50684666666666
ThreeMile2,ThreeMile2,3188,2012-07-31T20:14:17Z,2012-11-19T20:10:12Z,38.10521,-121.69419
RioVistaBr03,SR_RioVista,3482,2012-07-31T19:52:15Z,2012-11-19T22:56:44Z,38.157335466,-121.6815908
RioVistaBr02,SR_RioVista,3483,2012-07-31T19:43:51Z,2012-11-19T22:45:30Z,38.157335466,-121.6815908
RioVistaBr01,SR_RioVista,7669,2012-07-31T19:32:25Z,2012-11-19T22:30:26Z,38.157335466,-121.6815908
Decker_IsN,Decker_IsN,7664,2012-07-31T18:57:03Z,2012-11-19T11:30:00Z,38.10252,-121.7169
Decker_IsSW,Decker_IsS,7679,2012-07-31T18:29:52Z,2012-11-19T20:33:57Z,38.078928833333336,-121.75796278333334
AntiochS,SJ_Antioch,113440,2012-07-31T17:20:56Z,2012-12-11T20:05:51Z,38.022508335,-121.818825
AntiochN,SJ_Antioch,7677,2012-07-31T16:54:11Z,2012-12-11T19:10:04Z,38.022508335,-121.818825
Santa_Clara_Shoals1_N,Santa_Clara_Shoals,101256,2012-07-31T15:52:29Z,2012-11-19T18:15:06Z,38.091615,-121.65051
ThreeMile1,ThreeMile1,7680,2012-07-31T15:29:53Z,2012-11-19T17:41:48Z,38.09826,-121.68687
Mok_PotatoS,Mok_PotatoS,7662,2012-07-30T23:27:59Z,2012-11-16T18:34:44Z,38.11695,-121.49885
LittleConnection,SJ_LittleConnection,102158,2012-07-30T22:47:20Z,2012-11-15T17:35:54Z,38.05786,-121.5013
SJ_DWC_W,SJ_Blackslough,102155,2012-07-30T22:21:16Z,2012-08-01T13:05:00Z,37.99547,-121.421715
SJ_DWC_E,SJ_Blackslough,102157,2012-07-30T22:07:19Z,2012-11-15T18:16:12Z,37.99547,-121.421715
SJ_MedfordChannel,SJ_MedfordChannel,102130,2012-07-30T21:37:25Z,2013-04-04T20:39:56Z,38.05398,-121.5112
SJ_PrisonersPoint,SJ_PrisonersPt,6805,2012-07-30T21:13:55Z,2012-11-16T20:18:47Z,38.059626665,-121.55520835
MiddleRv,MiddleRv,7686,2012-07-30T20:25:00Z,2012-11-15T21:40:19Z,37.9425,-121.5336833
OldRiv2,OldRv,7684,2012-07-30T19:50:16Z,2013-04-04T16:00:00Z,37.963648335,-121.56914665
Quimby_E_Point,Quimby,102128,2012-07-30T19:14:40Z,2012-11-16T21:52:59Z,38.031575000000004,-121.56835000000001
FranksTractW,FranksTractW,7685,2012-07-30T18:11:10Z,2012-11-19T19:13:52Z,38.05546667,-121.6671167
FranksTractE,FranksTractE,7683,2012-07-30T17:28:32Z,2012-11-16T21:03:06Z,38.07126667,-121.5783667
PotatoSlough,PotatoSlough,102156,2012-07-30T17:07:29Z,2012-11-16T19:40:13Z,38.0864,-121.56249
Mok_GeorgianaS,Mok_GeorgianaS,7660,2012-07-30T16:33:01Z,2012-11-16T17:41:34Z,38.12671667,-121.5777833
SR_DCCSouth,SR_DCCSouth,3178,2012-07-27T23:38:12Z,2012-11-14T22:01:29Z,38.243007500000004,-121.5136785
SR_BlwSteam,SR_BlwSteam,102169,2012-07-27T23:07:03Z,2012-11-20T21:20:42Z,38.299038335,-121.56916665
SR_SutterSlough2,SR_SutterSlough,3202,2012-07-27T22:44:16Z,2012-11-20T20:27:35Z,38.33047,-121.58027
Steam_Marina,Steam_Marina,3176,2012-07-27T22:05:34Z,2012-11-20T21:38:26Z,38.30286,-121.57902
SR_Steamboat,SR_Steamboat,7661,2012-07-27T21:48:33Z,2012-11-20T22:15:51Z,38.28498333,-121.5868333
SR_SutterSteam1,SR_SutterSteam,7657,2012-07-27T21:17:31Z,2013-02-27T21:57:00Z,38.249924443333335,-121.60257109999999
SR_SutterSteam2,SR_SutterSteam,3198,2012-07-27T21:00:26Z,2012-11-20T22:54:41Z,38.249924443333335,-121.60257109999999
SR_AbvSutterSteam,SR_AbvSutterSteam,3199,2012-07-27T20:47:55Z,2012-11-20T22:37:52Z,38.25777,-121.60048
Sutter_Blw_Miner,Sutter_Blw_Miner,3184,2012-07-27T20:15:36Z,2012-11-20T20:05:00Z,38.28426,-121.60399
MinerSlough_N,MinerSlough_N,102145,2012-07-27T19:56:49Z,2013-04-02T22:13:35Z,38.29174,-121.63097
SR_SteamboatS,SR_SteamboatS,7682,2012-07-27T18:53:36Z,2012-11-20T23:29:43Z,38.182533335,-121.65790835
SR_BlwGeorgiana,SR_BlwGeorgiana,102150,2012-07-27T17:42:53Z,2012-11-14T22:20:27Z,38.23961,-121.52519
Georg_SloughN2,Georg_SloughN,3174,2012-07-27T17:18:39Z,2012-11-14T22:48:48Z,38.236562500000005,-121.51772435000001
Georg_SloughN,Georg_SloughN,3197,2012-07-27T16:53:42Z,2012-11-14T23:07:52Z,38.236562500000005,-121.51772435000001
SR_DCC2,SR_DCC,3175,2012-07-27T16:09:42Z,2012-11-14T21:08:40Z,38.244306664999996,-121.50292665
SR_DCC,SR_DCC,3189,2012-07-27T15:54:34Z,2012-11-14T21:30:58Z,38.244306664999996,-121.50292665
Mok_NorthFork,Mok_NorthFork,7653,2012-07-27T15:25:17Z,2012-09-07T14:31:00Z,38.22321667,-121.5072667
Mok_SouthFork,Mok_SouthFork,3204,2012-07-27T14:48:35Z,2012-09-07T14:18:00Z,38.22545,-121.49141
SR_Freeport,SR_Freeport,7671,2012-07-26T16:54:08Z,2012-11-08T20:12:22Z,38.455733335000005,-121.50184999999999
SR_I-80/50Br,SR_I-80/50Br,3480,2012-07-26T15:18:31Z,2012-11-13T21:40:08Z,38.570994999999996,-121.51604499999999
SR_AbvFeather2,SR_AbvFeather1,7652,2012-07-25T22:36:22Z,2012-11-13T23:50:38Z,38.769594999999995,-121.633115
SR_AbvFeather1,SR_AbvFeather1,7676,2012-07-25T22:04:57Z,2012-11-14T00:09:24Z,38.769594999999995,-121.633115
SR_KnightsBr_W,SR_KnightsBr,102178,2012-07-25T20:40:38Z,2012-11-28T20:13:27Z,38.802625000000006,-121.719585
SR_KnightsBr,SR_KnightsBr,102123,2012-07-25T20:27:57Z,2012-11-28T20:02:00Z,38.802625000000006,-121.719585
SR_BlwChinaBend_E,SR_BlwChinaBend,102124,2012-07-25T19:57:17Z,2012-11-28T19:19:32Z,38.88384,-121.8167
SR_BlwChinaBend_W,SR_BlwChinaBend,102144,2012-07-25T19:43:07Z,2012-11-28T19:02:00Z,38.88384,-121.8167
SR_AbvTisdale_E,SR_AbvTisdale,102146,2012-07-25T18:27:26Z,2012-11-28T16:59:08Z,39.035354999999996,-121.82935
SR_Below_Wards,Colusa_ButteCreek,102164,2012-07-25T16:41:46Z,2012-11-20T22:09:00Z,39.18754,-121.940205
SR_BlwButte1,SR_BlwButte,102131,2012-07-24T21:08:09Z,2012-11-20T17:40:10Z,39.349050000000005,-122.017925
SR_ButteBr,SR_ButteCityBr,3499,2012-07-24T20:25:52Z,2012-11-20T17:00:03Z,39.457008335,-121.99509335
SR_ButteBr_E,SR_ButteCityBr,101174,2012-07-24T20:12:16Z,2012-11-20T16:47:35Z,39.457008335,-121.99509335
SR_BlwIrvineFinch2,SR_BlwIrvineFinch,101175,2012-07-24T19:15:30Z,2012-11-19T23:15:59Z,39.731428335000004,-121.97358165
SR_BlwIrvineFinch,SR_BlwIrvineFinch,7651,2012-07-24T18:34:52Z,2012-11-19T23:02:11Z,39.731428335000004,-121.97358165
CarBr01,Carquinez Bridge,102172,2012-07-17T22:55:17Z,2013-01-16T18:04:21Z,38.061101406666666,-122.22530148888889
BenBr03,Benicia Bridge,7973,2012-07-17T22:54:00Z,2013-01-16T21:51:42Z,38.04066,-122.1234845875
CarBr04,Carquinez Bridge,102252,2012-07-17T22:42:38Z,2013-01-16T17:02:29Z,38.061101406666666,-122.22530148888889
CarBr05,Carquinez Bridge,104439,2012-07-17T22:28:24Z,2013-01-16T16:50:40Z,38.061101406666666,-122.22530148888889
BenBr05,Benicia Bridge,7965,2012-07-17T20:09:40Z,2012-09-18T04:28:10Z,38.04066,-122.1234845875
BenBr04,Benicia Bridge,7970,2012-07-17T19:44:13Z,2013-01-16T21:24:36Z,38.04066,-122.1234845875
BenBrCenter,Benicia Bridge,102152,2012-07-17T19:22:10Z,2013-01-16T21:34:53Z,38.04066,-122.1234845875
BenBr02,Benicia Bridge,7972,2012-07-17T18:16:39Z,2013-01-16T22:03:30Z,38.04066,-122.1234845875
BenBr01,Benicia Bridge,102171,2012-07-17T17:45:03Z,2013-01-16T22:11:00Z,38.04066,-122.1234845875
GG9,Golden Gate East Line,112541,2012-07-03T20:10:00Z,2012-11-20T18:35:00Z,37.8233725,-122.46105666666666
GG8,Golden Gate East Line,107554,2012-07-03T20:07:00Z,2012-11-20T19:22:00Z,37.8233725,-122.46105666666666
GG7,Golden Gate East Line,112539,2012-07-03T20:00:00Z,2012-11-21T18:30:00Z,37.8233725,-122.46105666666666
GG2,Golden Gate West Line,109541,2012-07-03T16:39:00Z,2012-11-21T19:35:00Z,37.81972,-122.46858
GG5,Golden Gate West Line,109540,2012-07-02T23:02:00Z,2012-11-20T20:03:00Z,37.81972,-122.46858
GG4,Golden Gate West Line,109542,2012-07-02T22:57:00Z,2012-11-20T21:19:00Z,37.81972,-122.46858
GG1,Golden Gate West Line,103688,2012-07-02T22:48:00Z,2012-11-20T23:12:00Z,37.81972,-122.46858
SR_Woodson_Temp,SR_Woodson_Temp,106086,2012-06-19T17:41:36Z,2012-11-19T21:10:14Z,39.91937,-122.08495
SR_AbvThomes,SR_AbvThomes,102159,2012-06-19T16:46:30Z,2012-10-22T12:53:00Z,40.00405000000001,-122.10592335
SR_AbvThomes2,SR_AbvThomes,6807,2012-06-19T16:36:55Z,2012-11-16T19:55:00Z,40.00405000000001,-122.10592335
SR_BlwAntelopeCk,SR_BlwAntelopeCk,102149,2012-06-19T16:09:55Z,2012-10-04T16:10:00Z,40.07591,-122.12418
SR_BlwRBDD_W,SR_Blw_RBDD,6573,2012-06-19T15:00:00Z,2012-10-05T16:42:48Z,40.153107776666666,-122.19518219999999
SR_BlwRBDDLwr_W,SR_NewCk,102163,2012-06-19T14:37:52Z,2012-11-16T18:05:04Z,40.146135,-122.15236999999999
SR_BlwRBDDLwr_E,SR_NewCk,102176,2012-06-19T14:27:57Z,2012-11-16T17:47:09Z,40.146135,-122.15236999999999
SR_BlwRBDD_E,SR_Blw_RBDD,113435,2012-06-19T14:01:35Z,2012-11-16T16:51:25Z,40.153107776666666,-122.19518219999999
SR_AbvRBDDUpr_W,SR_RedBluff,102126,2012-06-19T13:34:43Z,2012-11-15T23:46:14Z,40.20004,-122.22146000000001
SR_LwrSturgeonHole,SR_SturgeonHole,113437,2012-06-18T22:55:00Z,2012-11-15T19:13:24Z,40.311915,-122.14936
SR_UprSturgeonHole,SR_SturgeonHole,113436,2012-06-18T22:11:09Z,2012-11-15T18:47:27Z,40.311915,-122.14936
SR_Massacre_Flat,SR_Massacre_Flat,102153,2012-06-18T21:45:45Z,2012-11-15T17:53:40Z,40.32114,-122.1522
SR_ChinaW,SR_ChinaRapids,6579,2012-06-18T16:16:48Z,2012-11-15T20:57:07Z,40.244645,-122.177215
SR_ChinaE,SR_ChinaRapids,6542,2012-06-18T16:06:55Z,2012-11-15T21:53:00Z,40.244645,-122.177215
SR_BendBrE,SR_BendBridge,7673,2012-06-18T15:33:15Z,2012-11-15T20:02:39Z,40.26793000000001,-122.21501665
SR_BendBrW,SR_BendBridge,106084,2012-06-18T15:25:23Z,2012-11-15T19:46:28Z,40.26793000000001,-122.21501665
SR_JellysW,SR_JellysFerry,106087,2012-06-18T13:20:30Z,2012-11-15T17:28:32Z,40.317393335000006,-122.18986835
SR_JellysE,SR_JellysFerry,102168,2012-06-18T13:03:59Z,2012-11-15T17:06:44Z,40.317393335000006,-122.18986835
Santa_Clara_Shoals1_N,Santa_Clara_Shoals,101256,2012-05-21T15:49:16Z,2012-07-31T15:41:51Z,38.091615,-121.65051
SJR_DS_TUOL,SJR_DS_TUOL,113018,2012-05-17T18:43:00Z,2012-05-30T16:39:00Z,37.61312,-121.18213
SJR_US_TUOL,SJR_US_TUOL,113011,2012-05-17T18:21:00Z,2012-05-30T16:13:00Z,37.599,-121.17961
SJR_DS_STAN,SJR_DS_STAN,113014,2012-05-16T22:25:00Z,2012-05-30T17:29:00Z,37.67143,-121.24591
SJR_US_STAN,SJR_US_STAN,106772,2012-05-16T21:10:00Z,2012-05-30T17:09:00Z,37.6527,-121.23349
RichBr_E_Channel_2009,Richmond Bridge,107440,2012-05-07T21:43:00Z,2013-01-08T18:54:00Z,37.93558786101695,-122.44549497118643
BayBr11,Bay Bridge West,104433,2012-05-07T19:59:00Z,2013-01-11T23:04:00Z,37.79817108333334,-122.37778025
BayBr03.5,Bay Bridge West,104615,2012-05-07T19:42:00Z,2013-01-11T23:49:00Z,37.79817108333334,-122.37778025
BayBr15,Bay Bridge West,105948,2012-05-07T19:27:00Z,2013-01-12T00:54:00Z,37.79817108333334,-122.37778025
BayBr17,Bay Bridge West,107444,2012-05-07T19:09:00Z,2013-01-12T00:58:00Z,37.79817108333334,-122.37778025
SJR_DS_STAN,SJR_DS_STAN,113014,2012-05-02T19:54:00Z,2012-05-16T22:20:00Z,37.67143,-121.24591
SJR_US_STAN,SJR_US_STAN,106772,2012-05-02T18:41:00Z,2012-05-16T21:04:00Z,37.6527,-121.23349
SJR_US_TUOL,SJR_US_TUOL,113011,2012-05-02T16:20:00Z,2012-05-17T18:15:00Z,37.599,-121.17961
SJR_DS_TUOL,SJR_DS_TUOL,113018,2012-05-01T19:48:00Z,2012-05-17T18:37:00Z,37.61312,-121.18213
GG5,Golden Gate West Line,109540,2012-04-26T21:13:00Z,2012-07-02T18:44:00Z,37.81972,-122.46858
GG9,Golden Gate East Line,112541,2012-04-26T21:07:00Z,2012-07-03T16:02:00Z,37.8233725,-122.46105666666666
GG8,Golden Gate East Line,107554,2012-04-26T21:00:00Z,2012-07-03T15:48:00Z,37.8233725,-122.46105666666666
GG1,Golden Gate West Line,103688,2012-04-26T20:12:00Z,2012-07-02T17:06:00Z,37.81972,-122.46858
GG4,Golden Gate West Line,109542,2012-04-26T16:52:00Z,2012-07-02T18:27:00Z,37.81972,-122.46858
GG3,Golden Gate West Line,106787,2012-04-26T16:45:00Z,2012-07-02T19:02:00Z,37.81972,-122.46858
GG2,Golden Gate West Line,107555,2012-04-26T16:37:00Z,2012-07-03T15:06:00Z,37.81972,-122.46858
GG7,Golden Gate East Line,112539,2012-04-26T15:52:00Z,2012-07-03T15:25:00Z,37.8233725,-122.46105666666666
GG6,Golden Gate East Line,112534,2012-04-25T19:07:00Z,2012-07-03T16:20:00Z,37.8233725,-122.46105666666666
SR_DS,SR_DS,113009,2012-04-23T17:42:00Z,2012-05-02T20:50:00Z,37.67619,-121.22255
SR_AbvAmericanW,SR_AbvAmerican,112540,2012-04-18T22:37:00Z,2012-08-01T20:24:00Z,38.602603955,-121.5157068
SR_AbvAmericanE,SR_AbvAmerican,112536,2012-04-18T22:28:00Z,2012-08-01T20:15:00Z,38.602603955,-121.5157068
SR_SRWTPD_Old,SR_SRWTPD_VPS,109544,2012-04-18T22:14:00Z,2012-08-01T21:26:00Z,38.59174846153846,-121.50706692307692
SR_SRWTPD_E,SR_SRWTPD_VPS,109547,2012-04-18T22:06:00Z,2012-08-01T21:18:00Z,38.59174846153846,-121.50706692307692
SR_SRWTPD_S,SR_SRWTPD_VPS,106790,2012-04-18T21:57:00Z,2012-08-01T21:13:00Z,38.59174846153846,-121.50706692307692
SR_IstBridge_E-1,SR_IstBridge,106502,2012-04-18T21:48:00Z,2012-08-01T21:04:00Z,38.58576852666667,-121.50672336666666
MR_US,MR_US,113022,2012-04-18T21:38:00Z,2012-05-23T19:18:00Z,37.42086667,-120.7067167
SR_TowerW,SR_Tower,112535,2012-04-18T21:37:00Z,2012-08-01T20:53:00Z,38.58041096,-121.5083496
SR_TowerE,SR_Tower,112531,2012-04-18T21:29:00Z,2012-08-01T20:47:00Z,38.58041096,-121.5083496
TR_US,TR_US,106773,2012-04-18T18:52:00Z,2012-05-23T17:27:00Z,37.63142,-120.86243
SR_US,SR_US,113010,2012-04-18T17:08:00Z,2012-05-23T15:40:00Z,37.74955,-120.97437
MR_DS,MR_DS,113016,2012-04-17T16:59:00Z,2012-05-24T16:49:00Z,37.34756,-120.97104
SJR_DS_TUOL,SJR_DS_TUOL,113018,2012-04-12T22:12:00Z,2012-05-01T19:43:00Z,37.61312,-121.18213
SJR_DS_MR,SJR_DS_MR,106775,2012-04-12T20:41:00Z,2012-05-24T17:08:00Z,37.35156,-120.97711
SJR_US_MR,SJR_US_MR,113015,2012-04-12T18:02:00Z,2012-05-24T15:49:00Z,37.33285,-120.95279
SJR_US_STAN,SJR_US_STAN,106772,2012-04-10T19:39:00Z,2012-05-02T18:36:00Z,37.6527,-121.23349
SJR_DS_STAN,SJR_DS_STAN,113014,2012-04-10T17:26:00Z,2012-05-02T19:49:00Z,37.67143,-121.24591
TR_DS,TR_DS,113006,2012-04-09T21:39:00Z,2012-05-30T15:49:00Z,37.60973,-121.1673
SR_FreeportDiv_W,SR_FreeportDiv,112542,2012-03-21T21:40:00Z,2012-08-01T15:27:00Z,38.471983333333334,-121.50684666666666
SR_AbvFreeportW,SR_AbvFreeport,112533,2012-03-21T21:22:00Z,2012-08-01T18:15:00Z,38.4737725,-121.5290575
SR_AbvFreeportE,SR_AbvFreeport,107553,2012-03-21T21:00:00Z,2012-08-01T18:02:00Z,38.4737725,-121.5290575
SR_Freeport_1,SR_Freeport,112546,2012-03-21T19:23:00Z,2012-08-01T17:40:00Z,38.455733335000005,-121.50184999999999
SR_FreeportDiv_N,SR_FreeportDiv,112543,2012-03-21T18:55:00Z,2012-08-01T16:40:00Z,38.471983333333334,-121.50684666666666
SR_FreeportDiv_S,SR_FreeportDiv,112538,2012-03-21T18:45:00Z,2012-08-01T16:30:00Z,38.471983333333334,-121.50684666666666
MR_US,MR_US,113022,2012-03-13T18:33:00Z,2012-04-18T21:34:00Z,37.42086667,-120.7067167
Mok_Low_SacRd_Br,Mok_Low_SacRd_Br,100153,2012-03-07T16:09:00Z,2012-06-27T17:00:00Z,38.15784361111111,-121.29866944444444
Mok_EBMUD,Mok_EBMUD,105796,2012-03-06T22:42:00Z,2012-06-27T17:30:00Z,38.14924611111111,-121.24466805555555
Mok_MacRd,Mok_MacRd,100151,2012-03-06T22:04:00Z,2012-06-27T18:27:00Z,38.205845833333335,-121.08922249999999
Mok_Abv_Cos_Confluence,Mok_Abv_Cos_Confluence,100152,2012-03-06T18:52:00Z,2012-06-26T20:56:00Z,38.25494777777778,-121.43614166666667
Mok_Cos_Confluence,Mok_Cos_Confluence,105795,2012-03-06T18:37:00Z,2012-06-26T21:15:00Z,38.255048333333335,-121.43900194444444
SR_Freeport,SR_Freeport,7671,2012-03-02T23:37:12Z,2012-07-26T16:38:22Z,38.455733335000005,-121.50184999999999
SR_I-80/50Br_W,SR_I-80/50Br,3129,2012-03-02T22:48:01Z,2012-07-26T15:22:39Z,38.570994999999996,-121.51604499999999
SR_I-80/50Br,SR_I-80/50Br,3480,2012-03-02T22:33:06Z,2012-07-26T15:09:36Z,38.570994999999996,-121.51604499999999
SR_AbvFeather2,SR_AbvFeather1,7652,2012-03-02T21:11:47Z,2012-07-25T22:16:30Z,38.769594999999995,-121.633115
SR_AbvFeather1,SR_AbvFeather1,7676,2012-03-02T20:34:30Z,2012-07-25T21:53:48Z,38.769594999999995,-121.633115
PotatoSlough,PotatoSlough,102156,2012-02-28T20:54:43Z,2012-07-30T16:53:47Z,38.0864,-121.56249
Mok_PotatoS,Mok_PotatoS,7662,2012-02-28T20:19:20Z,2012-07-30T23:20:54Z,38.11695,-121.49885
Mok_GeorgianaS,Mok_GeorgianaS,7660,2012-02-28T19:57:23Z,2012-07-30T16:17:44Z,38.12671667,-121.5777833
ThreeMile1,ThreeMile1,7680,2012-02-28T19:07:19Z,2012-07-31T15:25:54Z,38.09826,-121.68687
ThreeMile2,ThreeMile2,3188,2012-02-28T18:48:25Z,2012-07-31T20:07:44Z,38.10521,-121.69419
Decker_IsN,Decker_IsN,7664,2012-02-28T18:38:12Z,2012-07-31T18:44:50Z,38.10252,-121.7169
Decker_IsSW,Decker_IsS,7679,2012-02-28T18:06:00Z,2012-07-31T17:44:44Z,38.078928833333336,-121.75796278333334
AntiochS,SJ_Antioch,113440,2012-02-28T17:15:03Z,2012-07-31T16:59:26Z,38.022508335,-121.818825
AntiochN,SJ_Antioch,7677,2012-02-28T16:55:38Z,2012-07-31T16:44:22Z,38.022508335,-121.818825
LittleConnection,SJ_LittleConnection,102158,2012-02-27T23:00:38Z,2012-07-30T22:40:27Z,38.05786,-121.5013
MiddleRv,MiddleRv,7686,2012-02-27T22:03:09Z,2012-07-30T20:10:00Z,37.9425,-121.5336833
OldRiv2,OldRv,7684,2012-02-27T21:45:30Z,2012-07-30T19:38:24Z,37.963648335,-121.56914665
Quimby_E_Point,Quimby,102128,2012-02-27T21:40:25Z,2012-07-30T19:06:11Z,38.031575000000004,-121.56835000000001
TR_DS,TR_DS,113006,2012-02-27T21:07:00Z,2012-04-09T21:34:00Z,37.60973,-121.1673
SandMound,SandMound,102141,2012-02-27T20:46:24Z,2012-11-16T22:45:39Z,38.01443,-121.61097
FranksTractW,FranksTractW,7685,2012-02-27T19:55:21Z,2012-07-30T17:47:41Z,38.05546667,-121.6671167
FranksTractE,FranksTractE,7683,2012-02-27T19:31:39Z,2012-07-30T17:14:47Z,38.07126667,-121.5783667
SJ_PrisonersPoint,SJ_PrisonersPt,6805,2012-02-27T19:13:18Z,2012-07-30T20:59:12Z,38.059626665,-121.55520835
SJ_MedfordChannel,SJ_MedfordChannel,102130,2012-02-27T18:53:27Z,2012-07-30T21:30:59Z,38.05398,-121.5112
SJ_DWC_W,SJ_Blackslough,102155,2012-02-27T18:20:08Z,2012-07-30T22:12:14Z,37.99547,-121.421715
SJ_DWC_E,SJ_Blackslough,102157,2012-02-27T18:11:35Z,2012-07-30T21:54:03Z,37.99547,-121.421715
Miner_Slough_Lower_2,MinerSlough_S,102143,2012-02-25T00:00:00Z,2013-04-02T23:31:55Z,38.244715,-121.6606965
SR_DCC2,SR_DCC,3175,2012-02-23T19:54:16Z,2012-07-27T16:03:18Z,38.244306664999996,-121.50292665
SR_DCC,SR_DCC,3189,2012-02-23T19:40:38Z,2012-07-27T15:47:54Z,38.244306664999996,-121.50292665
Mok_NorthFork,Mok_NorthFork,7653,2012-02-23T18:46:24Z,2012-07-27T15:13:34Z,38.22321667,-121.5072667
Mok_SouthFork,Mok_SouthFork,3204,2012-02-23T16:47:57Z,2012-07-27T14:37:55Z,38.22545,-121.49141
RioVistaBr03,SR_RioVista,3482,2012-02-22T22:55:21Z,2012-07-31T19:47:51Z,38.157335466,-121.6815908
RioVistaBr02,SR_RioVista,3483,2012-02-22T22:48:57Z,2012-07-31T19:36:45Z,38.157335466,-121.6815908
RioVistaBr01,SR_RioVista,7669,2012-02-22T22:39:44Z,2012-07-31T19:23:17Z,38.157335466,-121.6815908
SR_BlwGeorgiana,SR_BlwGeorgiana,102150,2012-02-22T21:52:49Z,2012-07-27T17:35:01Z,38.23961,-121.52519
Georg_SloughN2,Georg_SloughN,3174,2012-02-22T21:37:36Z,2012-07-27T17:10:23Z,38.236562500000005,-121.51772435000001
Georg_SloughN,Georg_SloughN,3197,2012-02-22T21:29:19Z,2012-07-27T16:46:48Z,38.236562500000005,-121.51772435000001
SR_DCCSouth,SR_DCCSouth,3178,2012-02-22T21:17:48Z,2012-07-27T23:29:16Z,38.243007500000004,-121.5136785
