GPSname,GEN,VemcoSN,StartTime,EndTime,GenLat,GenLon
GG9,GoldenGateE,546166,2019-06-05T17:17:00Z,NA,37.82,-122.46
GG8,GoldenGateE,547644,2019-06-05T16:54:00Z,NA,37.82,-122.46
GG5.1,GoldenGateW,547648,2019-06-05T16:26:00Z,NA,37.82,-122.46
GG4,GoldenGateW,547643,2019-06-05T15:59:00Z,NA,37.82,-122.46
GG2.1,GoldenGateW,547176,2019-06-05T15:16:00Z,NA,37.82,-122.46
GG7.5,GoldenGateE,547183,2019-06-04T21:55:00Z,NA,37.82,-122.46
GG3.1,GoldenGateW,547647,2019-06-04T21:00:00Z,NA,37.82,-122.46
GG7,GoldenGateE,547650,2019-06-04T20:15:00Z,NA,37.82,-122.46
GG6,GoldenGateE,547645,2019-06-04T07:42:00Z,NA,37.82,-122.46
GG1,GoldenGateW,547649,2019-06-04T07:05:00Z,NA,37.82,-122.46
GG3.1,GoldenGateW,547184,2019-03-21T19:20:00Z,2019-06-04T20:50:00Z,37.82,-122.46
GG1,GoldenGateW,547649,2019-02-23T02:00:00Z,2019-06-04T18:30:00Z,37.82,-122.46
GG2.1,GoldenGateW,547176,2019-02-23T01:37:00Z,2019-06-05T14:50:00Z,37.82,-122.46
GG4,GoldenGateW,547643,2019-02-23T00:41:00Z,2019-06-05T15:36:00Z,37.82,-122.46
GG5.1,GoldenGateW,547648,2019-02-23T00:13:00Z,2019-06-05T16:06:00Z,37.82,-122.46
GG2.5,GoldenGateW,547642,2019-02-22T23:33:00Z,2019-06-04T21:00:00Z,37.82,-122.46
GG1.5,GoldenGateW,547647,2019-02-22T23:14:00Z,2019-06-04T17:46:00Z,37.82,-122.46
GG6.5,GoldenGateE,547183,2019-02-22T22:15:00Z,2019-06-04T18:15:00Z,37.82,-122.46
GG6,GoldenGateE,547645,2019-02-22T21:54:00Z,2019-06-04T19:10:00Z,37.82,-122.46
GG7.2,GoldenGateE,547646,2019-02-22T21:03:00Z,2019-06-04T20:27:00Z,37.82,-122.46
GG7,GoldenGateE,547650,2019-02-22T20:42:00Z,2019-06-04T19:45:00Z,37.82,-122.46
GG7.5,GoldenGateE,547651,2019-02-22T19:20:00Z,2019-06-04T21:35:00Z,37.82,-122.46
GG8,GoldenGateE,547644,2019-02-22T18:38:00Z,2019-06-05T16:35:00Z,37.82,-122.46
GG9,GoldenGateE,546166,2019-02-22T17:55:00Z,2019-06-05T17:02:00Z,37.82,-122.46
GG2.1,GoldenGateW,547180,2018-12-08T06:32:00Z,2019-02-23T01:18:00Z,37.82,-122.46
GG3.1,GoldenGateW,547177,2018-12-08T06:05:00Z,2019-03-21T18:36:00Z,37.82,-122.46
GG4,GoldenGateW,547185,2018-12-08T05:36:00Z,2019-02-23T00:22:00Z,37.82,-122.46
GG5.1,GoldenGateW,547179,2018-12-08T04:53:00Z,2019-02-23T00:52:00Z,37.82,-122.46
GG7,GoldenGateE,547182,2018-12-07T22:14:00Z,2019-03-21T19:30:00Z,37.82,-122.46
GG7.5,GoldenGateE,547176,2018-12-07T21:49:00Z,2019-02-22T18:45:00Z,37.82,-122.46
GG8,GoldenGateE,547183,2018-12-07T21:24:00Z,2019-02-23T06:03:00Z,37.82,-122.46
GG9,GoldenGateE,547178,2018-12-07T20:58:00Z,2019-02-22T17:10:00Z,37.82,-122.46
GG6,GoldenGateE,547184,2018-12-07T19:30:00Z,2019-02-22T21:11:00Z,37.82,-122.46
GG1,GoldenGateW,547181,2018-12-07T19:01:00Z,2019-02-23T01:43:00Z,37.82,-122.46
Chipps2.5,ChippsW,546164,2018-12-04T06:54:00Z,2019-03-07T21:36:00Z,38.04,-121.91
Chipps2.4,ChippsW,546162,2018-12-04T06:50:00Z,2019-03-07T22:20:00Z,38.04,-121.91
Chipps2.3,ChippsW,546978,2018-12-04T06:47:00Z,2019-03-07T23:00:00Z,38.04,-121.91
Chipps2.2,ChippsW,546699,2018-12-04T06:42:00Z,2019-03-07T23:40:00Z,38.04,-121.91
Chipps2.1,ChippsW,546698,2018-12-04T06:38:00Z,2019-03-08T00:13:00Z,38.04,-121.91
Chipps1.5,ChippsE,546168,2018-12-04T06:28:00Z,2019-03-07T21:03:00Z,38.04,-121.9
Chipps1.4,ChippsE,546161,2018-12-03T18:24:00Z,2019-03-07T19:47:00Z,38.04,-121.9
Chipps1.3,ChippsE,546165,2018-12-03T18:20:00Z,2019-03-07T20:27:00Z,38.04,-121.9
Chipps1.2,ChippsE,546976,2018-12-03T18:11:00Z,2019-03-07T18:37:00Z,38.04,-121.9
Chipps1.1,ChippsE,546700,2018-12-03T18:05:00Z,2019-03-07T17:45:00Z,38.04,-121.9
GG8,GoldenGateE,547183,2018-08-21T23:06:00Z,2019-02-22T21:10:00Z,37.82,-122.46
GG9,GoldenGateE,547178,2018-08-21T23:03:00Z,2019-02-22T20:42:00Z,37.82,-122.46
GG7.5,GoldenGateE,547176,2018-08-21T22:58:00Z,2019-02-22T21:31:00Z,37.82,-122.46
GG7,GoldenGateE,547182,2018-08-21T22:53:00Z,2019-02-22T21:56:00Z,37.82,-122.46
GG6,GoldenGateE,547184,2018-08-21T22:48:00Z,2019-02-22T18:49:00Z,37.82,-122.46
GG4,GoldenGateW,547185,2018-08-21T18:31:00Z,2019-02-22T17:18:00Z,37.82,-122.46
GG3.1,GoldenGateW,547177,2018-08-21T17:37:00Z,2019-02-22T17:42:00Z,37.82,-122.46
GG2.1,GoldenGateW,547180,2018-08-21T17:07:00Z,2019-02-22T18:14:00Z,37.82,-122.46
GG1,GoldenGateW,547181,2018-08-21T16:28:00Z,2019-02-22T18:42:00Z,37.82,-122.46
GG5.1,GoldenGateW,547179,2018-08-21T07:02:00Z,2019-02-22T16:20:00Z,37.82,-122.46
Woodson2,Abv_WoodsonBr,113466,2018-06-07T17:43:00Z,2018-07-19T14:20:00Z,39.92,-122.08
AbvTisdale2,AbvTisdale,108505,2018-05-17T15:49:00Z,2018-07-18T21:55:00Z,39.03,-121.82
AbvTisdale3,AbvTisdale,108510,2018-05-17T15:27:00Z,2018-07-18T22:25:00Z,39.03,-121.82
ButteBr3,ButteBr,108719,2018-05-17T01:47:00Z,2018-07-19T16:32:00Z,39.45,-121.99
ButteBr2,ButteBr,106679,2018-05-17T01:10:00Z,2018-07-19T17:04:00Z,39.45,-121.99
Chipps1.4,ChippsE,546161,2018-05-03T21:27:00Z,2018-07-24T00:36:00Z,38.04,-121.9
Chipps2.1,ChippsW,546699,2018-05-03T20:42:00Z,2018-07-23T22:49:00Z,38.04,-121.91
Chipps1.1,ChippsE,546162,2018-05-03T20:37:00Z,2018-07-24T00:12:00Z,38.04,-121.9
Chipps1.3,ChippsE,546163,2018-05-03T20:30:00Z,2018-07-24T00:27:00Z,38.04,-121.9
Chipps1.2,ChippsE,546166,2018-05-03T20:30:00Z,2018-07-24T00:18:00Z,38.04,-121.9
Chipps1.5,ChippsE,546164,2018-05-03T20:25:00Z,2018-07-24T00:46:00Z,38.04,-121.9
Chipps2.5,ChippsW,546976,2018-05-03T18:20:00Z,2018-07-24T00:12:00Z,38.04,-121.91
Chipps2.4,ChippsW,546168,2018-05-03T16:27:00Z,2018-07-23T23:09:00Z,38.04,-121.91
Chipps2.3,ChippsW,546165,2018-05-03T16:24:00Z,2018-07-23T23:04:00Z,38.04,-121.91
Chipps2.2,ChippsW,546978,2018-05-03T16:18:00Z,2018-07-23T22:54:00Z,38.04,-121.91
DeckrIs4,DeckerIsland,107554,2018-04-18T20:01:00Z,2018-07-23T19:01:00Z,38.07,-121.75
DeckrIs1,DeckerIsland,112536,2018-04-18T19:18:00Z,2018-07-23T18:45:00Z,38.07,-121.75
DeckrIs2,DeckerIsland,546700,2018-04-18T18:37:00Z,2018-07-23T18:54:00Z,38.07,-121.75
DeckrIs3,DeckerIsland,546698,2018-04-18T18:00:00Z,2018-07-23T19:01:00Z,38.07,-121.75
GG7,GoldenGateE,547182,2018-03-29T17:02:48Z,2018-08-21T19:45:00Z,37.82,-122.46
GG6,GoldenGateE,547184,2018-03-29T16:22:05Z,2018-08-21T19:52:00Z,37.82,-122.46
GG4,GoldenGateW,547185,2018-03-29T14:19:18Z,2018-08-21T17:57:00Z,37.82,-122.46
IrvFnch1,Blw_IrvineFinch,113468,2018-03-28T21:20:00Z,2018-07-10T15:30:00Z,39.73,-121.97
GG7.5,GoldenGateE,547176,2018-03-28T21:15:03Z,2018-08-21T19:32:00Z,37.82,-122.46
IrvFnch2,Blw_IrvineFinch,103693,2018-03-28T20:41:00Z,2018-07-19T20:15:00Z,39.73,-121.97
GG8,GoldenGateE,547183,2018-03-28T20:32:52Z,2018-08-21T19:21:00Z,37.82,-122.46
GG9,GoldenGateE,547178,2018-03-28T19:46:24Z,2018-08-21T19:10:00Z,37.82,-122.46
GCID_abv_RR,GCID_abv,102179,2018-03-28T19:27:00Z,2018-07-19T22:00:00Z,39.8,-122.05
GCID_abv_RL,GCID_abv,106684,2018-03-28T19:13:00Z,2018-07-19T22:38:00Z,39.8,-122.05
GG5.1,GoldenGateW,547179,2018-03-28T19:04:58Z,2018-08-21T18:37:00Z,37.82,-122.46
GG3.1,GoldenGateW,547177,2018-03-28T17:59:02Z,2018-08-21T17:15:00Z,37.82,-122.46
Woodson2,Abv_WoodsonBr,113466,2018-03-28T17:19:00Z,2018-06-07T17:00:00Z,39.92,-122.08
GG2.1,GoldenGateW,547180,2018-03-28T17:08:17Z,2018-08-21T16:40:00Z,37.82,-122.46
Woodson1,Abv_WoodsonBr,112530,2018-03-28T16:39:00Z,2018-07-19T14:55:00Z,39.92,-122.08
GG1,GoldenGateW,547181,2018-03-28T16:18:48Z,2018-08-21T15:56:00Z,37.82,-122.46
MillConf2,Mill_Ck_Conf,112544,2018-03-28T15:02:00Z,2018-07-19T16:55:00Z,40.03,-122.11
MillConf1,Mill_Ck_Conf,112543,2018-03-28T14:38:00Z,2018-07-19T17:20:00Z,40.03,-122.11
BlwPaynes1,Blw_Paynes_Ck,106680,2018-03-22T21:18:00Z,2018-07-19T23:50:00Z,40.25,-122.17
BlwPaynes2,Blw_Paynes_Ck,106685,2018-03-22T20:57:00Z,2018-07-20T00:24:00Z,40.25,-122.17
SaltCk1,Blw_Salt,106790,2018-03-22T19:43:00Z,2018-07-19T18:50:00Z,40.14,-122.15
SaltCk2,Blw_Salt,107557,2018-03-22T19:22:00Z,2018-07-19T19:05:00Z,40.14,-122.15
Battle4,Battle_Conf,119973,2018-03-01T23:55:00Z,2018-05-24T01:45:00Z,40.35,-122.17
Battle2,Battle_Conf,112772,2018-03-01T23:32:00Z,2018-05-24T02:14:00Z,40.35,-122.17
TowerBr3,TowerBridge,119972,2018-02-22T03:00:00Z,2018-08-14T16:30:00Z,38.58,-121.5
AbvTisdale3,AbvTisdale,108510,2018-02-15T23:49:00Z,2018-05-17T15:00:00Z,39.03,-121.82
AbvTisdale2,AbvTisdale,108505,2018-02-15T23:29:00Z,2018-05-17T15:30:00Z,39.03,-121.82
ButteBr3,ButteBr,108719,2018-02-15T18:13:00Z,2018-05-17T01:15:00Z,39.45,-121.99
ButteBr2,ButteBr,106679,2018-02-15T17:35:00Z,2018-05-17T00:25:00Z,39.45,-121.99
TowerBr1,TowerBridge,119972,2018-01-31T23:06:00Z,2018-11-04T20:01:00Z,38.58,-121.5
Chipps2.5,ChippsW,546976,2018-01-31T03:46:00Z,2018-05-03T18:07:00Z,38.04,-121.91
Chipps2.4,ChippsW,546168,2018-01-31T03:41:00Z,2018-05-03T18:08:00Z,38.04,-121.91
Chipps2.3,ChippsW,546165,2018-01-31T01:36:00Z,2018-05-03T17:25:00Z,38.04,-121.91
Chipps2.2,ChippsW,546978,2018-01-31T01:30:00Z,2018-05-03T17:05:00Z,38.04,-121.91
Chipps2.1,ChippsW,546977,2018-01-31T01:19:00Z,2018-05-03T20:10:00Z,38.04,-121.91
Chipps1.5,ChippsE,546161,2018-01-31T00:07:00Z,2018-05-03T20:01:00Z,38.04,-121.9
Chipps1.4,ChippsE,546164,2018-01-30T23:59:00Z,2018-05-03T19:45:00Z,38.04,-121.9
Chipps1.3,ChippsE,546163,2018-01-30T23:51:00Z,2018-05-03T19:10:00Z,38.04,-121.9
Chipps1.2,ChippsE,546166,2018-01-30T23:47:00Z,2018-05-03T18:53:00Z,38.04,-121.9
Chipps1.1,ChippsE,546162,2018-01-30T23:38:00Z,2018-05-03T18:45:00Z,38.04,-121.9
DeckrIs4,DeckerIsland,107554,2018-01-17T20:05:00Z,2018-04-18T19:25:00Z,38.07,-121.75
DeckrIs1,DeckerIsland,112536,2018-01-17T20:05:00Z,2018-04-18T18:45:00Z,38.07,-121.75
DeckrIs3,DeckerIsland,546698,2018-01-17T19:09:00Z,2018-04-18T17:23:00Z,38.07,-121.75
DeckrIs2,DeckerIsland,546700,2018-01-17T18:52:00Z,2018-04-18T18:18:00Z,38.07,-121.75
GCID_abv_RL,GCID_abv,106684,2017-12-21T17:45:00Z,2018-03-28T18:57:00Z,39.8,-122.05
GCID_abv_RR,GCID_abv,102179,2017-12-21T17:28:00Z,2018-03-28T19:16:00Z,39.8,-122.05
Woodson2,Abv_WoodsonBr,113466,2017-12-20T23:33:00Z,2018-03-28T17:00:00Z,39.92,-122.08
Woodson1,Abv_WoodsonBr,112530,2017-12-20T23:16:00Z,2018-03-28T16:25:00Z,39.92,-122.08
MillConf1,Mill_Ck_Conf,112543,2017-12-20T21:43:00Z,2018-03-28T14:18:00Z,40.03,-122.11
MillConf2,Mill_Ck_Conf,112544,2017-12-20T21:23:00Z,2018-03-28T14:45:00Z,40.03,-122.11
BlwPaynes1,Blw_Paynes_Ck,106680,2017-12-18T21:59:00Z,2018-03-22T21:04:00Z,40.25,-122.17
BlwPaynes2,Blw_Paynes_Ck,106685,2017-12-18T21:36:00Z,2018-03-22T20:35:00Z,40.25,-122.17
GG6,GoldenGateE,545619,2017-12-12T19:20:00Z,2018-03-29T15:08:40Z,37.82,-122.46
GG7,GoldenGateE,545628,2017-12-12T19:11:00Z,2018-03-29T16:11:16Z,37.82,-122.46
GG7.5,GoldenGateE,545629,2017-12-12T18:38:00Z,2018-03-28T20:41:49Z,37.82,-122.46
GG8,GoldenGateE,545916,2017-12-12T18:31:00Z,2018-03-28T19:56:05Z,37.82,-122.46
GG9,GoldenGateE,545617,2017-12-12T18:21:00Z,2018-03-28T19:14:00Z,37.82,-122.46
GG5.1,GoldenGateW,545913,2017-12-12T18:10:00Z,2018-03-28T18:27:42Z,37.82,-122.46
GG4,GoldenGateW,545910,2017-12-12T18:03:00Z,2018-03-28T17:39:59Z,37.82,-122.46
GG3.1,GoldenGateW,545624,2017-12-12T17:32:00Z,2018-03-28T17:19:59Z,37.82,-122.46
GG2.1,GoldenGateW,545632,2017-12-12T17:25:00Z,2018-03-28T16:29:02Z,37.82,-122.46
GG1,GoldenGateW,545623,2017-12-12T17:20:00Z,2018-03-28T15:26:28Z,37.82,-122.46
Chipps2.5,ChippsW,546976,2017-10-27T18:53:00Z,2018-01-31T00:14:00Z,38.04,-121.91
Chipps2.1,ChippsW,546977,2017-10-27T18:20:00Z,2018-01-31T00:59:00Z,38.04,-121.91
Chipps2.2,ChippsW,546978,2017-10-27T18:05:00Z,2018-01-31T00:48:00Z,38.04,-121.91
Chipps2.3,ChippsW,546165,2017-10-27T17:52:00Z,2018-01-31T00:41:00Z,38.04,-121.91
Chipps2.4,ChippsW,546168,2017-10-27T17:36:00Z,2018-01-31T00:33:00Z,38.04,-121.91
Chipps1.5,ChippsE,546163,2017-10-27T17:12:00Z,2018-01-13T19:55:00Z,38.04,-121.9
Chipps1.4,ChippsE,546164,2017-10-27T16:58:00Z,2018-01-30T19:45:00Z,38.04,-121.9
Chipps1.3,ChippsE,546161,2017-10-27T16:47:00Z,2018-01-13T19:30:00Z,38.04,-121.9
Chipps1.2,ChippsE,546162,2017-10-27T16:31:00Z,2018-01-30T19:10:00Z,38.04,-121.9
Chipps1.1,ChippsE,546166,2017-10-27T16:20:00Z,2018-01-30T18:55:00Z,38.04,-121.9
Chipps2.5,ChippsW,546168,2017-05-18T00:55:00Z,2017-07-03T16:14:00Z,38.04,-121.91
Chipps2.4,ChippsW,546164,2017-05-18T00:01:00Z,2017-07-03T16:25:00Z,38.04,-121.91
Chipps1.3,ChippsE,546161,2017-05-17T22:40:00Z,2017-07-03T15:23:00Z,38.04,-121.9
Chipps1.4,ChippsE,546165,2017-05-17T21:36:00Z,2017-07-03T16:00:00Z,38.04,-121.9
Chipps2.3,ChippsW,546162,2017-05-17T16:54:00Z,2017-07-03T16:45:00Z,38.04,-121.91
Chipps2.1,ChippsW,546163,2017-05-17T16:40:00Z,2017-07-03T17:15:00Z,38.04,-121.91
GG7.5,GoldenGateE,545629,2017-05-03T18:55:22Z,2017-08-31T16:24:33Z,37.82,-122.46
GG8,GoldenGateE,545916,2017-05-03T18:01:12Z,2017-08-31T17:13:12Z,37.82,-122.46
GG7,GoldenGateE,545630,2017-05-03T17:12:43Z,2017-08-31T15:40:59Z,37.82,-122.46
GG6,GoldenGateE,545619,2017-05-03T15:21:52Z,2017-08-30T21:59:40Z,37.82,-122.46
GG9,GoldenGateE,545913,2017-05-02T21:49:53Z,2017-08-31T17:38:47Z,37.82,-122.46
GG5.1,GoldenGateW,545913,2017-05-02T21:14:00Z,2017-08-30T18:54:19Z,37.82,-122.46
GG3.1,GoldenGateW,545624,2017-05-02T18:05:47Z,2017-08-30T20:55:10Z,37.82,-122.46
GG2.1,GoldenGateW,545632,2017-05-02T16:45:47Z,2017-08-30T17:13:18Z,37.82,-122.46
GG1,GoldenGateW,545623,2017-05-02T15:15:00Z,2017-08-30T16:14:40Z,37.82,-122.46
Chipps2.1,ChippsW,546163,2017-02-28T22:28:00Z,2017-05-17T16:01:00Z,38.04,-121.91
Chipps2.3,ChippsW,546162,2017-02-28T22:02:00Z,2017-05-17T22:50:00Z,38.04,-121.91
Chipps2.4,ChippsW,546164,2017-02-28T21:27:00Z,2017-05-17T23:40:00Z,38.04,-121.91
Chipps2.5,ChippsW,546168,2017-02-28T20:55:00Z,2017-05-18T00:35:00Z,38.04,-121.91
Chipps1.4,ChippsE,546165,2017-02-28T19:46:00Z,2017-05-17T21:12:00Z,38.04,-121.9
Chipps1.3,ChippsE,546161,2017-02-28T19:13:00Z,2017-05-17T21:45:00Z,38.04,-121.9
Chipps2.5,ChippsW,546168,2017-02-06T22:59:00Z,2017-02-28T20:23:00Z,38.04,-121.91
Chipps2.4,ChippsW,546164,2017-02-06T22:50:00Z,2017-02-28T21:04:00Z,38.04,-121.91
Chipps2.3,ChippsW,546162,2017-02-06T22:32:00Z,2017-02-28T21:39:00Z,38.04,-121.91
Chipps2.1,ChippsW,546166,2017-02-06T22:00:00Z,2017-02-28T22:11:00Z,38.04,-121.91
Chipps1.5,ChippsE,546166,2017-02-06T21:55:00Z,2017-03-07T18:47:00Z,38.04,-121.9
Chipps1.4,ChippsE,546165,2017-02-06T21:40:00Z,2017-02-28T19:20:00Z,38.04,-121.9
Chipps1.3,ChippsE,546161,2017-02-06T21:15:00Z,2017-02-28T18:50:00Z,38.04,-121.9
GG2.1,GoldenGateW,545632,2017-01-25T20:41:07Z,2017-05-02T16:20:55Z,37.82,-122.46
GG7,GoldenGateE,545630,2017-01-25T19:48:42Z,2017-05-03T16:03:04Z,37.82,-122.46
GG8,GoldenGateE,545916,2017-01-25T19:20:43Z,2017-05-03T16:55:47Z,37.82,-122.46
GG7.5,GoldenGateE,545629,2017-01-25T18:18:31Z,2017-05-03T18:11:00Z,37.82,-122.46
GG6,GoldenGateE,545619,2017-01-24T23:10:13Z,2017-05-03T15:03:40Z,37.82,-122.46
GG9,GoldenGateE,545617,2017-01-24T21:36:24Z,2017-05-02T21:24:30Z,37.82,-122.46
GG5.1,GoldenGateW,545913,2017-01-24T21:01:45Z,2017-05-02T20:55:54Z,37.82,-122.46
GG4,GoldenGateW,545625,2017-01-24T20:38:00Z,2017-05-02T19:55:00Z,37.82,-122.46
GG3.1,GoldenGateW,545624,2017-01-24T20:05:38Z,2017-05-02T17:44:58Z,37.82,-122.46
GG1,GoldenGateW,545623,2017-01-24T18:53:33Z,2017-05-02T14:39:14Z,37.82,-122.46
GG7.2,GoldenGateE,545614,2016-04-22T20:10:00Z,2016-07-18T20:32:00Z,37.82,-122.46
GG7,GoldenGateE,545630,2016-04-22T20:00:00Z,2016-07-18T19:41:00Z,37.82,-122.46
GG5.1,GoldenGateW,545617,2016-04-22T17:55:00Z,2016-07-19T23:18:00Z,37.82,-122.46
GG1,GoldenGateW,545623,2016-04-22T16:33:00Z,2016-07-18T17:49:00Z,37.82,-122.46
GG7.7,GoldenGateE,545616,2016-04-22T00:00:00Z,2016-07-19T22:00:00Z,37.82,-122.46
GG9,GoldenGateE,545913,2016-04-21T22:30:00Z,2016-07-19T23:09:00Z,37.82,-122.46
GG6,GoldenGateE,545619,2016-04-21T21:53:00Z,2016-07-18T18:57:00Z,37.82,-122.46
GG2.1,GoldenGateW,545632,2016-04-21T20:34:00Z,2016-07-19T18:37:00Z,37.82,-122.46
GG3.1,GoldenGateW,545624,2016-04-21T19:40:00Z,2016-07-19T20:31:00Z,37.82,-122.46
GG4,GoldenGateW,545625,2016-04-21T18:10:00Z,2016-07-19T21:36:00Z,37.82,-122.46
Chipps2.3,ChippsW,546161,2016-04-15T17:34:00Z,2016-07-21T21:20:00Z,38.04,-121.91
Chipps2.2,ChippsW,546165,2016-04-15T17:03:00Z,2016-07-21T21:10:00Z,38.04,-121.91
Chipps2.1,ChippsW,546164,2016-04-15T16:29:00Z,2016-07-21T21:05:00Z,38.04,-121.91
Chipps1.5,ChippsE,546166,2016-04-15T15:50:00Z,2016-07-21T19:25:00Z,38.04,-121.9
Chipps1.4,ChippsE,546168,2016-04-15T15:41:00Z,2016-07-21T19:35:00Z,38.04,-121.9
Chipps1.2,ChippsE,546167,2016-04-15T15:13:00Z,2016-07-21T20:30:00Z,38.04,-121.9
Chipps2.4,ChippsW,546167,2016-04-15T15:04:00Z,2016-07-21T20:20:00Z,38.04,-121.91
Chipps1.3,ChippsE,546163,2016-04-14T17:19:00Z,2016-07-21T19:42:00Z,38.04,-121.9
Chipps2.4,ChippsW,545909,2016-02-23T21:22:00Z,2016-04-14T19:18:00Z,38.04,-121.91
Chipps2.3,ChippsW,545911,2016-02-23T21:10:00Z,2016-04-14T17:19:00Z,38.04,-121.91
Chipps2.2,ChippsW,545629,2016-02-23T21:01:00Z,2016-04-15T16:43:00Z,38.04,-121.91
Chipps2.1,ChippsW,545907,2016-02-23T20:50:00Z,2016-04-15T16:29:00Z,38.04,-121.91
Chipps1.2,ChippsE,545910,2016-02-23T19:53:00Z,2016-04-14T17:35:00Z,38.04,-121.9
Chipps1.3,ChippsE,545631,2016-02-23T19:45:00Z,2016-04-14T16:30:00Z,38.04,-121.9
Chipps1.4,ChippsE,545618,2016-02-23T19:30:00Z,2016-04-14T18:49:00Z,38.04,-121.9
Chipps1.5,ChippsE,545914,2016-02-23T19:10:00Z,2016-04-14T18:58:00Z,38.04,-121.9
GG3.1,GoldenGateW,545624,2016-01-21T17:46:00Z,2016-04-21T18:40:00Z,37.82,-122.46
GG2.1,GoldenGateW,545632,2016-01-21T17:13:00Z,2016-04-21T19:50:00Z,37.82,-122.46
GG6,GoldenGateE,545619,2016-01-21T01:30:00Z,2016-04-21T21:19:00Z,37.82,-122.46
GG7,GoldenGateE,545630,2016-01-21T01:00:00Z,2016-04-22T19:37:00Z,37.82,-122.46
GG7.2,GoldenGateE,545614,2016-01-20T23:53:00Z,2016-04-22T18:40:00Z,37.82,-122.46
GG7.7,GoldenGateE,545616,2016-01-20T22:52:00Z,2016-04-21T23:00:00Z,37.82,-122.46
GG9,GoldenGateE,545913,2016-01-20T21:52:00Z,2016-04-21T22:07:00Z,37.82,-122.46
GG4,GoldenGateW,545625,2016-01-20T20:35:00Z,2016-04-21T17:03:00Z,37.82,-122.46
GG5.1,GoldenGateW,545617,2016-01-20T20:04:00Z,2016-04-22T17:10:00Z,37.82,-122.46
GG1,GoldenGateW,545623,2016-01-20T18:03:00Z,2016-04-22T15:33:00Z,37.82,-122.46
GG7,GoldenGateE,545630,2015-02-19T21:46:00Z,2015-06-18T20:41:32Z,37.82,-122.46
GG5.1,GoldenGateW,545617,2015-02-19T21:27:00Z,2015-06-17T18:05:46Z,37.82,-122.46
GG4,GoldenGateW,545625,2015-02-19T21:15:00Z,2015-06-17T19:05:31Z,37.82,-122.46
GG3.1,GoldenGateW,545624,2015-02-19T21:05:00Z,2015-06-17T20:34:31Z,37.82,-122.46
GG2.1,GoldenGateW,545632,2015-02-19T20:56:00Z,2015-06-17T17:22:16Z,37.82,-122.46
GG1,GoldenGateW,545623,2015-02-19T20:47:00Z,2015-06-17T15:51:43Z,37.82,-122.46
GG6,GoldenGateE,545619,2015-02-18T22:36:00Z,2015-06-17T21:05:44Z,37.82,-122.46
GG6,GoldenGateE,545619,2015-02-18T22:36:00Z,2015-06-17T21:05:44Z,37.82,-122.46
GG7.2,GoldenGateE,545614,2015-02-18T22:10:00Z,2015-06-17T21:22:22Z,37.82,-122.46
GG7.2,GoldenGateE,545614,2015-02-18T22:10:00Z,2015-06-17T21:22:22Z,37.82,-122.46
GG7.7,GoldenGateE,545616,2015-02-18T21:45:00Z,2015-06-17T21:34:15Z,37.82,-122.46
GG7.7,GoldenGateE,545616,2015-02-18T21:45:00Z,2015-06-17T21:34:15Z,37.82,-122.46
GG9,GoldenGateE,545913,2015-02-18T21:34:00Z,2015-06-17T21:45:36Z,37.82,-122.46
GG9,GoldenGateE,545913,2015-02-18T21:34:00Z,2015-06-17T21:45:36Z,37.82,-122.46
RichBr_27_2009,Richmond Bridge,106998,2014-08-05T21:58:00Z,2014-01-07T20:04:07Z,37.93558786101695,-122.44549497118643
GG7.2,GoldenGateE,545614,2014-03-04T21:20:00Z,2014-06-13T23:35:00Z,37.82,-122.46
GG7.7,GoldenGateE,545616,2014-03-04T21:02:00Z,2014-06-13T19:42:00Z,37.82,-122.46
GG7,GoldenGateE,545630,2014-03-04T18:00:00Z,2014-06-13T23:22:00Z,37.82,-122.46
GG6,GoldenGateE,545619,2014-03-04T02:04:00Z,2014-06-13T22:20:00Z,37.82,-122.46
GG9,GoldenGateE,545913,2014-03-04T00:02:00Z,2014-06-13T20:55:00Z,37.82,-122.46
GG5.1,GoldenGateW,545617,2014-03-03T23:10:00Z,2014-06-13T18:35:00Z,37.82,-122.46
GG4,GoldenGateW,545625,2014-03-03T22:26:00Z,2014-06-13T18:05:00Z,37.82,-122.46
GG3.1,GoldenGateW,545624,2014-03-03T21:26:00Z,2014-06-13T19:25:00Z,37.82,-122.46
GG1,GoldenGateW,545623,2014-03-03T20:15:00Z,2014-06-13T15:30:00Z,37.82,-122.46
GG2.1,GoldenGateW,545632,2014-03-03T20:00:00Z,2014-06-13T16:31:00Z,37.82,-122.46
GG6,GoldenGateE,545619,2013-11-21T22:00:00Z,2014-03-04T01:38:00Z,37.82,-122.46
GG6,Golden Gate East Line,113471,2013-11-21T22:00:00Z,2014-03-04T01:38:00Z,37.8233725,-122.46105666666666
GG7.2,GoldenGateE,545614,2013-11-21T21:11:00Z,2014-03-04T00:52:00Z,37.82,-122.46
GG7.2,Golden Gate East Line,107554,2013-11-21T21:11:00Z,2014-03-04T00:52:00Z,37.8233725,-122.46105666666666
GG7.5,Golden Gate East Line,112537,2013-11-21T20:09:00Z,2014-03-04T00:35:00Z,37.8233725,-122.46105666666666
GG8,Golden Gate East Line,107555,2013-11-21T19:33:00Z,2014-03-03T23:40:00Z,37.8233725,-122.46105666666666
GG9,GoldenGateE,545913,2013-11-21T19:08:00Z,2014-03-03T23:25:00Z,37.82,-122.46
